track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
Chlorine,Twenty One Pilots,79,621cXqrTSSJi1WqDMSLmbL,Trench,2018-10-05,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,324467.0,0
Grip,Seeb,73,1TwCR17ZsRgWTo00mmlzqq,Grip,2018-12-06,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.598,0.904,4,-2.293,1,0.0507,0.331,0.0,0.264,0.503,138.091,198075.0,2
Bones (feat. OneRepublic),Galantis,77,49vus1VCWc7AbgDmKYb8SC,Bones (feat. OneRepublic),2019-01-31,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.658,0.804,0,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,120.047,205793.0,1
Play,Jax Jones,65,7ugwbZf0nbP0s2s3IaiU70,Play,2018-11-28,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.771,0.768,11,-7.773,0,0.0451,0.0266,1.26e-05,0.426,0.607,125.023,186240.0,0
Nights Like This (feat. Ty Dolla $ign),Kehlani,13,26g9o6rTzxnnrD2VNefpye,Nights Like This (feat. Ty Dolla $ign),2019-01-10,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788.0,2
Call You (feat. Nasri of MAGIC!),Cash Cash,60,06NSyZfCbjedbbZ2Jnv7bW,Call You (feat. Nasri of MAGIC!),2018-11-30,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.494,0.767,10,-4.101,1,0.051,0.12,0.0,0.374,0.112,125.506,219451.0,2
How You Love Me (feat. Conor Maynard & Snoop Dogg),Hardwell,61,3kNqyGs0ClVvkU9RECw5xb,How You Love Me (feat. Conor Maynard & Snoop Dogg),2018-12-07,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.775,0.723,0,-4.095,1,0.0468,0.282,0.000371,0.126,0.756,104.991,194286.0,1
Bye Bye (feat. Ivy Adara),Gryffin,59,4VOj6KgAaOqAUS9bp6z6jp,Gravity Pt. 1,2018-12-14,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.618,0.754,4,-3.739,1,0.0882,0.00271,0.0,0.213,0.485,148.013,210928.0,2
So Close,NOTD,79,4ZIaWbFnkMozASM1CA59K6,So Close (feat. Georgia Ku),2018-11-02,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302.0,1
imagine,Ariana Grande,11,61c5zqfBCSPO1tb3DFbbFB,imagine,2018-12-14,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.714,0.474,8,-4.993,1,0.039,0.374,0.0,0.106,0.376,62.484,212293.0,1
Happy Now,Kygo,81,6nAjd2MlBY1f1mNu6BsWLO,Happy Now,2018-10-26,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,211362.0,1
You Remind Me (feat. Stanaj),Gryffin,51,4VOj6KgAaOqAUS9bp6z6jp,Gravity Pt. 1,2018-12-14,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.573,0.881,3,-4.688,0,0.0331,0.111,0.0,0.222,0.419,128.926,217250.0,0
Sweet but Psycho,Ava Max,87,7CdLU3GgPy1PH5FVsrPlyA,Sweet but Psycho,2018-08-17,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,187436.0,1
Scared of Love,Rudimental,49,0ORqx9M6ak7kqDwYUBwvdK,Toast to Our Differences (Deluxe Edition),2019-01-25,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.721,0.691,5,-4.671,1,0.0536,0.0159,1.87e-06,0.286,0.343,118.018,203000.0,1
Don't Kill My High,Lost Kings,67,6Z0dLHgtpQBXnnQJ0Ykott,Paper Crowns (Deluxe),2019-01-18,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.674,0.932,8,-4.876,1,0.0718,0.0363,0.0,0.0576,0.826,144.039,180333.0,1
Lost Control,Alan Walker,71,3nzuGtN3nXARvvecier4K0,Different World,2018-12-14,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.736,0.555,4,-4.689,1,0.0757,0.0345,0.000157,0.0798,0.323,91.997,222320.0,1
Done Da Da,Massari,46,4Xca8ox7sPTxJL9keIt9gO,Tune In,2018-07-20,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.487,0.797,1,-4.237,1,0.0646,0.0434,0.00363,0.108,0.683,167.952,177102.0,2
Who Do You Love,The Chainsmokers,23,7D7hZbj2cLXwozxYePDF6d,Who Do You Love,2019-02-07,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.51,0.835,3,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,140.024,226747.0,2
Speechless (feat. Erika Sirola),Robin Schulz,78,6c9vwMfJN8ojcFFmPWEPRE,Speechless (feat. Erika Sirola),2018-11-16,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.574,0.728,1,-4.777,1,0.062,0.0161,1.42e-06,0.0851,0.266,125.047,214942.0,2
Solo (feat. Demi Lovato),Clean Bandit,80,1q7a5wZeti0neU2jDn8Dz3,Solo (feat. Demi Lovato),2018-05-17,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653.0,0
Beautiful (feat. Camila Cabello),Bazzi,81,6hCR3zQtRH0IgookOYt771,Beautiful (feat. Camila Cabello),2018-08-02,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,180000.0,2
Rise,Jonas Blue,76,3KjCdhPbjbLptyJzviKu4P,Rise,2018-05-25,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066,194408.0,1
1999,Charli XCX,71,49Teqcxp4dOBayTBtR3j5W,1999,2018-10-05,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.739,0.742,7,-4.586,1,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,189000.0,1
Right Now,Nick Jonas,73,4UsjjAKbtKzmgEz2pGbv6P,Right Now,2018-08-24,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.597,0.751,6,-4.982,0,0.193,0.0104,0.0,0.0912,0.568,103.956,201680.0,0
No Place,Backstreet Boys,59,2f4X9NdtXsuviPawMTYm1D,No Place,2019-01-04,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.716,0.533,3,-5.439,1,0.0283,0.147,0.0,0.0913,0.502,91.995,179747.0,1
Happy Now,Zedd,80,0JcW7yCW3Qj8uMfzO2lUDb,Happy Now,2018-07-18,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,207030.0,2
Hold Me (feat. Frank Kadillac),Ria Mae,38,3wgD19wNULOYIkM9d0q8vW,Hold Me (feat. Frank Kadillac),2018-10-05,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.506,0.611,8,-7.844,1,0.112,0.244,3.97e-06,0.105,0.285,68.443,188280.0,2
LET YOU BE RIGHT,Meghan Trainor,54,2yaquWkps9rx9tPo3EtobL,LET YOU BE RIGHT,2018-05-11,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.822,0.611,0,-5.448,1,0.17,0.0292,0.0,0.0628,0.567,105.052,176944.0,1
Night Like This,Shawn Desman,44,1WcBC3GvGpPMvPYRp6thCD,Fresh,2010-08-03,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.767,0.633,1,-6.331,1,0.0501,0.00438,0.0,0.0424,0.448,120.031,231360.0,1
High School Dropout,Neon Dreams,2,39kp5LRtnwf6ND9kFcjSZk,High School Dropout,2019-01-04,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.718,0.899,0,-4.029,0,0.29,0.0437,0.0,0.0702,0.882,112.041,184552.0,0
Slow Hands,Niall Horan,14,3QLB5s0MY7ERTwh4GpNMkf,Flicker (Deluxe),2017-10-20,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.734,0.418,0,-6.678,1,0.0425,0.0129,0.0,0.0579,0.868,85.909,188174.0,1
Undrunk,FLETCHER,24,5Skgz8BwS0Lfw2zlQSy1EB,Undrunk,2019-01-25,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.679,0.572,5,-6.703,1,0.0781,0.455,2.41e-06,0.127,0.542,92.859,183428.0,1
Best I Ever Had,Drake,72,6agmeioaDOBupymziJihgB,Thank Me Later (Int'l Version),2010-01-01,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.431,0.894,5,-2.673,0,0.33,0.0951,0.0,0.188,0.604,162.193,258760.0,0
Connection,OneRepublic,70,6rVOUFV4qi8MgqF7na73rX,Connection,2018-06-26,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.611,0.602,5,-4.89,1,0.0437,0.000837,0.0,0.112,0.624,168.154,148460.0,1
Yours,Lo Lo,28,2l34u38s3HMena5Y05FIMN,Yours,2018-04-27,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.741,0.643,2,-6.476,1,0.079,0.0826,0.0,0.107,0.66,89.99,166116.0,1
8 Letters,Why Don't We,11,3Ky2Vo4QtYRrMIqIu9Nv3r,8 Letters,2018-08-09,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,190027.0,2
Better When You're Gone,David Guetta,76,4ZoXNDicq0MrsGk1pM883o,Better When You're Gone,2019-02-08,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992,192402.0,0
No Sleep (feat. Bonn),Martin Garrix,76,7KJTuTXYSnBGNgAxte3CSg,No Sleep (feat. Bonn),2019-02-21,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,207095.0,2
You Say,Lauren Daigle,21,7FwfJlq8fHPLqPH01FS6Lw,You Say,2018-07-13,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.494,0.637,5,-6.381,1,0.0333,0.669,0.0,0.0882,0.1,147.924,274693.0,2
Don't Call Me Up,Mabel,85,0syM7OUAhV7S6XmOa4nLUZ,Ivy To Roses (Mixtape),2019-01-18,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480.0,1
MONOPOLY (with Victoria Monét),Ariana Grande,72,0MbXjBEw6FrGtcglqEDHpb,MONOPOLY,2019-04-01,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.892,0.507,0,-8.282,1,0.378,0.704,3.14e-05,0.109,0.695,143.96,158587.0,1
Preach,John Legend,67,32r4o1R9a1lK5DoVXGEC7E,Preach,2019-02-15,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.508,0.729,11,-5.712,0,0.0443,0.0681,0.0,0.1,0.412,91.906,236880.0,0
Love Me,Felix Cartal,60,61v9VKrjIIoWWJD2tdVR4J,Love Me,2019-02-14,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.754,0.824,5,-2.453,0,0.039,0.0506,7.92e-06,0.108,0.613,116.978,194872.0,0
Can't Breathe,Fefe Dobson,24,15qHh5U7v1DrA3Bk9M1jAu,Joy,2010-01-01,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.44,0.87,0,-4.811,1,0.0708,0.0164,0.0,0.0778,0.326,172.047,224213.0,2
Doin’ Dirt,Maroon 5,0,17qutq1SGPzdlAraMeXIhA,Overexposed (Deluxe),2012-06-22,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.69,0.851,3,-4.005,0,0.0457,0.000923,0.0,0.0757,0.896,124.952,211427.0,0
DCMO (Don't Count Me Out),LU KALA,0,4usForjhxgBBuOgwrHaJRn,DCMO (Don't Count Me Out),2018-09-05,37,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.419,0.532,5,-8.994,1,0.0643,0.0145,1.04e-05,0.37,0.522,106.712,172687.0,2
In the Name of Love,Martin Garrix,80,1FOJ5IXGXe8dl0cXvCU6wK,In the Name of Love,2016-07-29,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,195707.0,2
Kill Em With Kindness,Selena Gomez,69,3Kbuu2tHsIbplFUkB7a5oE,Revival (Deluxe),2015-10-09,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907.0,0
I Would Like,Zara Larsson,8,1ChPmbFVHtAYAEIbdDB4a4,I Would Like,2016,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028,226720.0,2
Instant Crush,Daft Punk,75,4m2880jivSbbyEGAKfITCa,Random Access Memories,2013-05-17,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560.0,0
Faded - Dash Berlin Remix,Alan Walker,2,4PLKkJXTkZSpYswOczm69A,Faded (Remixes),2016-04-29,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.389,0.915,6,-3.261,1,0.0456,0.000752,0.0133,0.122,0.0943,127.984,215307.0,2
One More Time,Daft Punk,74,2noRn2Aes5aoNVsU6iWThc,Discovery,2001-03-07,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,320357.0,1
Never Forget You,Zara Larsson,14,1sd9bVAWxBl0qeVS8tzlzL,Never Forget You,2015-09-10,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213428.0,2
Smash the Funk,GRiZ,45,1ZECAGsOPwGB3nwZC8Pqnl,Mad Liberation,2013,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.579,0.886,6,-2.564,1,0.0479,0.00178,0.655,0.19,0.399,102.993,410204.0,2
Go Fuck Yourself,Two Feet,13,1IH1Oz8jD4hyN3eg8aHdjv,First Steps,2016-07-29,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,129600.0,1
Starboy,The Weeknd,15,4rnl39iMQXOYZcw9J7ml4y,Starboy,2016-09-22,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.68,0.594,7,-7.021,1,0.28,0.159,2.35e-06,0.134,0.475,186.04,230467.0,2
Cheap Thrills,Sia,63,3Xz1Bcn4YP9bdqlsstMfuJ,This Is Acting,2016-02-18,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.592,0.8,6,-4.931,0,0.215,0.0561,2.01e-06,0.0775,0.728,89.972,224813.0,0
We Don't Talk Anymore,Charlie Puth,79,5Nwsra93UQYJ6xxcjcE10x,Nine Track Mind,2016-01-29,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707.0,0
Where Is The Love?,The Black Eyed Peas,20,1bNyYpkDRovmErm4QeDrpJ,Elephunk (International Version),2003-01-01,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,272533.0,1
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,68,7EvlnQaVuUuFLIeSuE6nRq,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],2016-05-13,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,207273.0,2
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,52,0OY2WzmmPG8yRZzmMeTX9N,Peace Is The Mission: Extended,2015-11-27,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138.0,0
Cold Water (feat. Justin Bieber & MØ),Major Lazer,19,3o99825qhG7K7D07naRs4F,Cold Water (feat. Justin Bieber & MØ),2016-07-22,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185352.0,0
Lush Life,Zara Larsson,20,6x3lObhgC3H0KpOfePojFG,Lush Life,2015-06-09,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,201122.0,0
Sex,Cheat Codes,1,23PqviE8qBu4kBdZO1Xv1g,Sex,2016-05-27,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,228361.0,2
No Money,Galantis,72,2f7kOrpFos0njurSOi2zqL,No Money,2016-04-01,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127.0,0
Heathens,Twenty One Pilots,81,3J8W9AOjQhnBLCX33m3atT,Heathens,2016-06-16,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920.0,0
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,70,09K53TLaJZ156prccNvwuS,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.632,0.701,7,-5.921,1,0.146,0.0114,0.0,0.108,0.497,162.958,215414.0,1
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,77,704GHNtZhEe9TBgleCNNGv,Sucker For Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2016-06-24,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,243491.0,0
Shots - Broiler Remix,Imagine Dragons,15,2XjPrtaAqvviEgSHCpzHmM,Smoke + Mirrors (Deluxe),2015-05-11,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.733,0.777,11,-7.076,0,0.0347,0.436,0.0716,0.102,0.583,119.996,190999.0,0
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,68,5lkNnHVlnCCCV304t89wOH,My House,2015-04-07,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186.0,1
Roses,The Chainsmokers,73,2GFflENKz28RcMoSuulPZC,Roses,2015-06-16,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739.0,1
PILLOWTALK,ZAYN,78,5amj9zNeZ3B2EdpBgXrOZ0,Mind Of Mine (Deluxe Edition),2016-03-25,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,202747.0,2
Panda,Desiigner,11,6SK5vZcB1MiTtzdVtFilLo,Panda,2016-02-26,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.679,0.734,10,-5.542,0,0.444,0.0241,1.65e-06,0.369,0.245,145.028,247867.0,0
7/11,Beyoncé,71,2UJwKSBUz6rtW4QLK74kQu,BEYONCÉ [Platinum Edition],2014-11-24,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507.0,0
One Dance,Drake,12,05FOcj5Cygu51XbAmlJd2k,One Dance,2016-04-05,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.771,0.629,1,-5.79,1,0.0511,0.00802,0.00252,0.356,0.362,103.918,173975.0,1
Watch Out For This (Bumaye),Major Lazer,2,5T97jBfFJ0lkrGmc1TZ6Xp,Free the Universe (Extended Version),2013-04-16,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.819,0.759,10,-4.115,0,0.147,0.0196,6.53e-06,0.0613,0.88,108.026,269147.0,0
Dangerous (feat. Sam Martin),David Guetta,66,77UW17CZFyCaRLHdHeofZu,Listen,2014-11-21,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161,203641.0,0
Radioactive,Imagine Dragons,16,1vAEF8F0HoRFGiYOEeJXHW,Night Visions (Deluxe),2012-09-04,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.473,0.777,9,-3.698,1,0.059,0.119,7.87e-05,0.671,0.21,136.249,186813.0,2
"Me, Myself & I",G-Eazy,77,09Q3WwGYsQe5ognkvVkmCu,When It's Dark Out,2015-12-04,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,111.996,251467.0,0
Pump It,The Black Eyed Peas,12,6Gdt5ogiuJ9knp8Q5148ea,Monkey Business,2005-01-01,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,213067.0,0
Send My Love (To Your New Lover),Adele,71,0K4pIOOsfJ9lK8OjrZfXzd,25,2016-06-24,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080.0,0
She Wolf (Falling to Pieces) (feat. Sia),David Guetta,67,4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),2012-12-07,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,222500.0,2
Rise (feat. Skylar Grey),David Guetta,43,77UW17CZFyCaRLHdHeofZu,Listen,2014-11-21,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.656,0.717,3,-2.893,0,0.0511,0.137,4.11e-06,0.119,0.253,129.867,235385.0,0
Blame,Calvin Harris,75,48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.413,0.856,0,-4.078,0,0.0808,0.0289,0.00571,0.343,0.35,128.017,212960.0,2
Waiting For Love,Avicii,16,5ttIIMPWCp2bvwsdAPcEXC,Stories,2015-10-02,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.577,0.741,6,-3.83,0,0.0501,0.298,0.0,0.142,0.581,128.081,230613.0,0
Bad (feat. Vassy) - Radio Edit,David Guetta,65,77UW17CZFyCaRLHdHeofZu,Listen,2014-11-21,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625.0,0
Powerful (feat. Ellie Goulding & Tarrus Riley),Major Lazer,4,2XBnxKeRZi76u2iyGcMych,Peace Is The Mission,2015-05-29,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.598,0.792,11,-4.043,0,0.0478,0.121,0.0,0.158,0.732,97.479,206327.0,0
Want to Want Me,Jason Derulo,76,59eUYETmE1zi31ESb3SUkI,Everything Is 4,2015-05-29,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719.0,0
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,17,3teu4biw5zhcN7QgjmKzGS,"At Night, Alone.",2016-05-06,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,197933.0,0
Faded,Alan Walker,20,4pvMZr2Kfe1typbTqMHa8z,Faded,2015-12-04,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,212627.0,2
Cake By The Ocean,DNCE,15,2EGptGE7CCkr1dCO0QRGLQ,SWAAY,2015-10-23,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.774,0.765,4,-5.503,0,0.0517,0.156,0.0,0.0523,0.908,119.018,218440.0,0
Locked Away,R. City,73,4AUTMNSP56xicSznzKgzjB,What Dreams Are Made Of,2015-10-09,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,227480.0,2
Don't Worry (with Ray Dalton) - Radio Edit,Madcon,66,7rtYhYGbnV4OPbqIhendi8,Don't Worry (feat. Ray Dalton),2015-04-10,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.811,0.699,7,-5.211,1,0.114,0.0726,1.38e-06,0.148,0.733,122.987,214789.0,1
Chandelier,Sia,79,3xFSl9lIRaYXIYkIn3OIl9,1000 Forms Of Fear,2014-07-04,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120.0,2
Time of Our Lives,Pitbull,77,4EUf4YyNjuXypWY6W5wEDm,Globalization,2014-11-21,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.72,0.802,1,-5.797,1,0.0582,0.0921,0.0,0.694,0.723,124.043,229360.0,1
Sexy Bitch (feat. Akon),David Guetta,18,6w2rRSUsQk1e9ALB6ybmlz,One More Love,2010-11-22,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.813,0.627,11,-5.018,0,0.0486,0.076,0.000616,0.131,0.801,130.011,195853.0,0
Stressed Out,Twenty One Pilots,83,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333.0,0
I Can Only Imagine (feat. Chris Brown & Lil Wayne),David Guetta,55,4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),2012-12-07,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.67,0.939,9,-2.06,1,0.0427,0.0463,1.1e-06,0.335,0.264,127.946,209533.0,2
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,60,77UW17CZFyCaRLHdHeofZu,Listen,2014-11-21,28,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412.0,2
